"pertanyaan","jawaban","kategori"
"apakah ada app dengan promo?","Kami belum memiliki aplikasi mobile dengan fitur promo.","promo"
"ada promo di grab/gojek?","Untuk informasi promo melalui platform delivery, silakan cek langsung di aplikasi Grab/Gojek.","promo"
"apakah harga sudah termasuk promo?","Harga yang tertera adalah harga regular tanpa promo.","promo"
"bisakah minta diskon?","Mohon maaf, kami tidak bisa memberikan diskon secara spontan.","promo"
"ada special price untuk saya?","Mohon maaf, kami tidak bisa memberikan special price secara individual.","promo"
"bisa nego harga?","Mohon maaf, harga yang tertera sudah fixed dan tidak bisa dinegosiasikan.","promo"
"royal's resto buka jam berapa?","Kami buka dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"jam buka sampai kapan?","Kami buka dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"buka jam berapa?","Kami buka dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"operational hours?","Kami buka dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"buka dari jam berapa?","Kami buka dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"tutup jam berapa?","Kami buka dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"jam operasional resto","Kami buka dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"kapan buka?","Kami buka dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"apakah buka setiap hari?","Ya, kami selalu buka setiap harinya kecuali lebaran.","jam_operasional"
"buka hari minggu?","Ya, kami selalu buka setiap harinya kecuali lebaran.","jam_operasional"
"buka hari libur?","Ya, kami selalu buka setiap harinya kecuali lebaran.","jam_operasional"
"buka sabtu minggu?","Ya, kami selalu buka setiap harinya kecuali lebaran.","jam_operasional"
"setiap hari buka?","Ya, kami selalu buka setiap harinya kecuali lebaran.","jam_operasional"
"apakah tutup hari tertentu?","Kami buka setiap hari kecuali saat lebaran.","jam_operasional"
"apakah buka saat libur nasional?","Ya, kami tetap buka kecuali lebaran.","jam_operasional"
"buka saat natal?","Ya, kami tetap buka kecuali lebaran.","jam_operasional"
"buka tahun baru?","Ya, kami tetap buka kecuali lebaran.","jam_operasional"
"buka hari kemerdekaan?","Ya, kami tetap buka kecuali lebaran.","jam_operasional"
"libur nasional buka?","Ya, kami tetap buka kecuali lebaran.","jam_operasional"
"apakah buka saat bulan puasa?","Ya, kami buka pada bulan puasa dari jam 3 sore sampai jam 12 malam.","jam_operasional"
"jam buka ramadhan?","Ya, kami buka pada bulan puasa dari jam 3 sore sampai jam 12 malam.","jam_operasional"
"buka saat puasa?","Ya, kami buka pada bulan puasa dari jam 3 sore sampai jam 12 malam.","jam_operasional"
"operasional bulan puasa","Ya, kami buka pada bulan puasa dari jam 3 sore sampai jam 12 malam.","jam_operasional"
"jam buka saat ramadhan","Ya, kami buka pada bulan puasa dari jam 3 sore sampai jam 12 malam.","jam_operasional"
"apakah ada perbedaan jam buka saat weekday dan weekend?","Tidak ada perbedaan, jam buka tetap dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"beda jam buka weekdays weekends?","Tidak ada perbedaan, jam buka tetap dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"jam buka sabtu berbeda?","Tidak ada perbedaan, jam buka tetap dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"weekend jam berapa buka?","Tidak ada perbedaan, jam buka tetap dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"apakah bisa reservasi di luar jam buka?","Untuk reservasi diluar jam buka, kami hanya menyediakan gedung saja dan tidak menyediakan makanan.","jam_operasional"
"bisa pesan sebelum buka?","Untuk reservasi diluar jam buka, kami hanya menyediakan gedung saja dan tidak menyediakan makanan.","jam_operasional"
"reservasi setelah tutup?","Untuk reservasi diluar jam buka, kami hanya menyediakan gedung saja dan tidak menyediakan makanan.","jam_operasional"
"buka lebih awal untuk acara?","Untuk reservasi diluar jam buka, kami hanya menyediakan gedung saja dan tidak menyediakan makanan.","jam_operasional"
"jam buka untuk private event","Untuk reservasi diluar jam buka, kami hanya menyediakan gedung saja dan tidak menyediakan makanan.","jam_operasional"
"last order jam berapa?","Last order kami sampai jam 11 malam.","jam_operasional"
"bisa pesan sampai jam berapa?","Last order kami sampai jam 11 malam.","jam_operasional"
"kitchen tutup jam berapa?","Last order kami sampai jam 11 malam.","jam_operasional"
"pesan makanan sampai jam berapa?","Last order kami sampai jam 11 malam.","jam_operasional"
"apakah masih menerima order jam 11?","Last order kami sampai jam 11 malam.","jam_operasional"
"jam berapa mulai buka pagi?","Kami buka dari jam 9 pagi.","jam_operasional"
"paling pagi buka jam berapa?","Kami buka dari jam 9 pagi.","jam_operasional"
"buka subuh?","Kami buka dari jam 9 pagi.","jam_operasional"
"pagi jam berapa buka?","Kami buka dari jam 9 pagi.","jam_operasional"
"jam berapa tutup malam?","Kami tutup jam 12 malam.","jam_operasional"
"sampai jam berapa buka malam?","Kami tutup jam 12 malam.","jam_operasional"
"buka sampai tengah malam?","Kami tutup jam 12 malam.","jam_operasional"
"apakah buka 24 jam?","Tidak, kami buka dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"buka sepanjang hari?","Tidak, kami buka dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"apakah tutup siang?","Tidak, kami buka terus dari jam 9 pagi sampai jam 12 malam tanpa tutup siang.","jam_operasional"
"istirahat siang?","Tidak, kami buka terus dari jam 9 pagi sampai jam 12 malam tanpa tutup siang.","jam_operasional"
"break time jam berapa?","Tidak, kami buka terus dari jam 9 pagi sampai jam 12 malam tanpa break time.","jam_operasional"
"kapan tutup untuk lebaran?","Kami tutup selama 3 hari untuk lebaran.","jam_operasional"
"berapa lama tutup lebaran?","Kami tutup selama 3 hari untuk lebaran.","jam_operasional"
"lebaran buka kapan?","Kami tutup selama 3 hari untuk lebaran, buka kembali setelahnya.","jam_operasional"
"tahun baru buka?","Ya, kami buka pada tahun baru dengan jam operasional normal.","jam_operasional"
"natal buka jam berapa?","Pada hari natal, kami buka dengan jam normal dari jam 9 pagi sampai jam 12 malam.","jam_operasional"
"special hours untuk hari raya?","Kami buka dengan jam normal untuk semua hari raya kecuali lebaran.","jam_operasional"
"apakah tersedia area parkir?","Tentu saja kami menyediakan area parkir yang bisa menampung 50an motor dan 30an mobil.","fasilitas"
"ada parkiran?","Tentu saja kami menyediakan area parkir yang bisa menampung 50an motor dan 30an mobil.","fasilitas"
"parkir mobil ada?","Tentu saja kami menyediakan area parkir yang bisa menampung 50an motor dan 30an mobil.","fasilitas"
"parkir motor dimana?","Tentu saja kami menyediakan area parkir yang bisa menampung 50an motor dan 30an mobil.","fasilitas"
"kapasitas parkir berapa?","Tentu saja kami menyediakan area parkir yang bisa menampung 50an motor dan 30an mobil.","fasilitas"
"apakah ada toilet?","Tentu saja kami menyediakan toilet, ada 5 toilet yaitu 2 toilet cowok, 2 toilet cewek dan 1 toilet umum","fasilitas"
"toilet dimana?","Tentu saja kami menyediakan toilet, ada 5 toilet yaitu 2 toilet cowok, 2 toilet cewek dan 1 toilet umum","fasilitas"
"wc ada berapa?","Tentu saja kami menyediakan toilet, ada 5 toilet yaitu 2 toilet cowok, 2 toilet cewek dan 1 toilet umum","fasilitas"
"toilet pria wanita?","Tentu saja kami menyediakan toilet, ada 5 toilet yaitu 2 toilet cowok, 2 toilet cewek dan 1 toilet umum","fasilitas"
"apakah ada mushola?","Mohon maaf kami belum menyediakan mushola.","fasilitas"
"tempat sholat ada?","Mohon maaf kami belum menyediakan mushola.","fasilitas"
"ruang ibadah?","Mohon maaf kami belum menyediakan mushola.","fasilitas"
"sholat dimana?","Mohon maaf kami belum menyediakan mushola.","fasilitas"
"apakah ada ruangan vip?","Ya, kami menyediakan ruangan VIP tetapi hanya dikususkan untuk reservasi saja yang dapat menampung 70an orang.","fasilitas"
"private room ada?","Ya, kami menyediakan ruangan VIP tetapi hanya dikususkan untuk reservasi saja yang dapat menampung 70an orang.","fasilitas"
"ruangan tertutup?","Ya, kami menyediakan ruangan VIP tetapi hanya dikususkan untuk reservasi saja yang dapat menampung 70an orang.","fasilitas"
"kapasitas ruang vip?","Ya, kami menyediakan ruangan VIP tetapi hanya dikususkan untuk reservasi saja yang dapat menampung 70an orang.","fasilitas"
"apakah ada ruangan meeting?","Ya, kami menyediakan ruangan VIP untuk meeting tetapi harus melakukan reservasi terlebih dahulu.","fasilitas"
"ruang rapat?","Ya, kami menyediakan ruangan VIP untuk meeting tetapi harus melakukan reservasi terlebih dahulu.","fasilitas"
"tempat meeting?","Ya, kami menyediakan ruangan VIP untuk meeting tetapi harus melakukan reservasi terlebih dahulu.","fasilitas"
"bisa untuk seminar?","Ya, kami menyediakan ruangan VIP untuk meeting tetapi harus melakukan reservasi terlebih dahulu.","fasilitas"
"apakah ada ruangan untuk merokok atau smoking area?","Ya, pelanggan dapat merokok di lobby yang tersedia tempat duduk.","fasilitas"
"smoking area dimana?","Ya, pelanggan dapat merokok di lobby yang tersedia tempat duduk.","fasilitas"
"boleh merokok?","Ya, pelanggan dapat merokok di lobby yang tersedia tempat duduk.","fasilitas"
"tempat merokok?","Ya, pelanggan dapat merokok di lobby yang tersedia tempat duduk.","fasilitas"
"apakah ada live music?","Ya, terdapat live music setiap harinya di jam 8 hingga 11 malam.","fasilitas"
"hiburan musik?","Ya, terdapat live music setiap harinya di jam 8 hingga 11 malam.","fasilitas"
"ada band?","Ya, terdapat live music setiap harinya di jam 8 hingga 11 malam.","fasilitas"
"jam berapa ada musik?","Ya, terdapat live music setiap harinya di jam 8 hingga 11 malam.","fasilitas"
"apakah ada wifi?","Ya, kami menyediakan wifi gratis untuk pelanggan.","fasilitas"
"internet gratis?","Ya, kami menyediakan wifi gratis untuk pelanggan.","fasilitas"
"password wifi?","Ya, kami menyediakan wifi gratis untuk pelanggan.","fasilitas"
"koneksi internet?","Ya, kami menyediakan wifi gratis untuk pelanggan.","fasilitas"
"apakah ada colokan listrik untuk cas hp atau laptop?","Ya, kami menyediakan colokan untuk cas hp atau laptop.","fasilitas"
"stop kontak ada?","Ya, kami menyediakan colokan untuk cas hp atau laptop.","fasilitas"
"bisa charge hp?","Ya, kami menyediakan colokan untuk cas hp atau laptop.","fasilitas"
"colokan laptop dimana?","Ya, kami menyediakan colokan untuk cas hp atau laptop.","fasilitas"
"apakah ada tempat bermain anak anak?","Kami belum menyediakan tempat bermain untuk anak-anak.","fasilitas"
"playground ada?","Kami belum menyediakan tempat bermain untuk anak-anak.","fasilitas"
"area anak-anak?","Kami belum menyediakan tempat bermain untuk anak-anak.","fasilitas"
"mainan anak?","Kami belum menyediakan tempat bermain untuk anak-anak.","fasilitas"
"apakah ada kursi untuk bayi?","Ya, kami menyediakan 2 kursi untuk bayi.","fasilitas"
"baby chair ada?","Ya, kami menyediakan 2 kursi untuk bayi.","fasilitas"
"high chair?","Ya, kami menyediakan 2 kursi untuk bayi.","fasilitas"
"kursi bayi berapa?","Ya, kami menyediakan 2 kursi untuk bayi.","fasilitas"
"apakah ada fasilitas delivery?","Ya, kami menyediakan delivery, tetapi minimal 2 menu yang dipesan.","fasilitas"
"bisa delivery?","Ya, kami menyediakan delivery, tetapi minimal 2 menu yang dipesan.","fasilitas"
"antar ke rumah?","Ya, kami menyediakan delivery, tetapi minimal 2 menu yang dipesan.","fasilitas"
"minimal pesan delivery?","Ya, kami menyediakan delivery, tetapi minimal 2 menu yang dipesan.","fasilitas"
"apakah menyediakan katering?","Ya, kami menerima katering.","fasilitas"
"catering service?","Ya, kami menerima katering.","fasilitas"
"bisa pesan untuk acara?","Ya, kami menerima katering.","fasilitas"
"katering untuk berapa orang?","Ya, kami menerima katering.","fasilitas"
"apakah ada AC?","Ya, seluruh ruangan ber-AC.","fasilitas"
"ruangan berAC?","Ya, seluruh ruangan ber-AC.","fasilitas"
"ada pendingin ruangan?","Ya, seluruh ruangan ber-AC.","fasilitas"
"apakah ada tempat duduk outdoor?","Kami hanya menyediakan tempat duduk indoor.","fasilitas"
"teras ada?","Kami hanya menyediakan tempat duduk indoor.","fasilitas"
"outdoor seating?","Kami hanya menyediakan tempat duduk indoor.","fasilitas"
"apakah ada valet parking?","Kami tidak menyediakan valet parking.","fasilitas"
"parkir valet?","Kami tidak menyediakan valet parking.","fasilitas"
"bantuan parkir?","Kami tidak menyediakan valet parking.","fasilitas"
"apakah ada tempat khusus untuk difabel?","Kami menyediakan akses untuk difabel.","fasilitas"
"akses kursi roda?","Kami menyediakan akses untuk difabel.","fasilitas"
"ramah difabel?","Kami menyediakan akses untuk difabel.","fasilitas"
"apakah ada tempat parkir khusus disabilitas?","Kami menyediakan akses untuk difabel.","fasilitas"
"bisa bayar dengan kartu kredit?","Ya, kami menerima pembayaran dengan kartu kredit dan debit.","fasilitas"
"pembayaran dengan kartu?","Ya, kami menerima pembayaran dengan kartu kredit dan debit.","fasilitas"
"menerima cashless?","Ya, kami menerima pembayaran dengan kartu kredit dan debit.","fasilitas"
"bisa bayar pakai QRIS?","Ya, kami menerima pembayaran QRIS.","fasilitas"
"apakah ada tempat tunggu yang nyaman?","Ya, kami menyediakan lobby dengan tempat duduk yang nyaman.","fasilitas"
"waiting area?","Ya, kami menyediakan lobby dengan tempat duduk yang nyaman.","fasilitas"
"tempat tunggu?","Ya, kami menyediakan lobby dengan tempat duduk yang nyaman.","fasilitas"
"dimana alamat royal's resto?","Alamat Royal's Resto di Jl. Branjangan, Kalumpang, Kec. Ternate Tengah, Kota Ternate, Maluku Utara.","alamat"
"alamat lengkap dimana?","Alamat Royal's Resto di Jl. Branjangan, Kalumpang, Kec. Ternate Tengah, Kota Ternate, Maluku Utara.","alamat"
"lokasi royal's resto?","Alamat Royal's Resto di Jl. Branjangan, Kalumpang, Kec. Ternate Tengah, Kota Ternate, Maluku Utara.","alamat"
"dimana lokasinya?","Alamat Royal's Resto di Jl. Branjangan, Kalumpang, Kec. Ternate Tengah, Kota Ternate, Maluku Utara.","alamat"
"tempatnya di mana?","Alamat Royal's Resto di Jl. Branjangan, Kalumpang, Kec. Ternate Tengah, Kota Ternate, Maluku Utara.","alamat"
"bisa kasih alamat lengkap?","Alamat Royal's Resto di Jl. Branjangan, Kalumpang, Kec. Ternate Tengah, Kota Ternate, Maluku Utara.","alamat"
"di jalan apa?","Alamat Royal's Resto di Jl. Branjangan, Kalumpang, Kec. Ternate Tengah, Kota Ternate, Maluku Utara.","alamat"
"apakah dekat dengan pusat kota?","Ya Royal's Resto terdapat di pusat kota Ternate.","alamat"
"lokasi di pusat kota?","Ya Royal's Resto terdapat di pusat kota Ternate.","alamat"
"dekat kota ternate?","Ya Royal's Resto terdapat di pusat kota Ternate.","alamat"
"di daerah mana?","Royal's Resto berada di pusat kota Ternate.","alamat"
"apakah Royal's Resto terdapat cabang lain?","Kami belum memiliki cabang lain, Royal's Resto hanya terdapat di Ternate.","alamat"
"ada cabang di luar ternate?","Kami belum memiliki cabang lain, Royal's Resto hanya terdapat di Ternate.","alamat"
"branch lain dimana?","Kami belum memiliki cabang lain, Royal's Resto hanya terdapat di Ternate.","alamat"
"cabang jakarta ada?","Kami belum memiliki cabang lain, Royal's Resto hanya terdapat di Ternate.","alamat"
"apakah ada di kota lain?","Kami belum memiliki cabang di kota lain, Royal's Resto hanya terdapat di Ternate.","alamat"
"apakah royal's resto dekat dengan jalan utama?","Ya, Royal's Resto hanya berjarak 50 meter dari jalan utama.","alamat"
"dekat jalan raya?","Ya, Royal's Resto hanya berjarak 50 meter dari jalan utama.","alamat"
"jarak ke jalan utama?","Ya, Royal's Resto hanya berjarak 50 meter dari jalan utama.","alamat"
"akses dari jalan besar?","Ya, Royal's Resto hanya berjarak 50 meter dari jalan utama.","alamat"
"apakah royal's resto terdapat di google maps?","Ya, Royal's Resto sudah ada di google maps.","alamat"
"bisa dicari di google maps?","Ya, Royal's Resto sudah ada di google maps.","alamat"
"ada di maps?","Ya, Royal's Resto sudah ada di google maps.","alamat"
"bisa pakai gps?","Ya, Royal's Resto sudah ada di google maps.","alamat"
"koordinat gps?","Ya, Royal's Resto sudah ada di google maps.","alamat"
"apakah royal's resto mudah dijangkau dengan kendaraan umum?","Ya, Royal's Resto mudah dijangkau dengan kendaraan umum karena dekat dengan jalan umum.","alamat"
"akses angkutan umum?","Ya, Royal's Resto mudah dijangkau dengan kendaraan umum karena dekat dengan jalan umum.","alamat"
"bisa naik bus?","Ya, Royal's Resto mudah dijangkau dengan kendaraan umum karena dekat dengan jalan umum.","alamat"
"transportasi umum ke resto?","Ya, Royal's Resto mudah dijangkau dengan kendaraan umum karena dekat dengan jalan umum.","alamat"
"apakah royal's resto dekat dengan hotel?","Ya, hotel terdekat dengan Royal's Resto yaitu hotel Emerald dan hotel Batik.","alamat"
"hotel dekat resto?","Ya, hotel terdekat dengan Royal's Resto yaitu hotel Emerald dan hotel Batik.","alamat"
"rekomendasi hotel dekat sini","Ya, hotel terdekat dengan Royal's Resto yaitu hotel Emerald dan hotel Batik.","alamat"
"penginapan terdekat?","Ya, hotel terdekat dengan Royal's Resto yaitu hotel Emerald dan hotel Batik.","alamat"
"dimana landmark terdekat?","Royal's Resto dekat dengan hotel Emerald dan hotel Batik.","alamat"
"apakah dekat dengan bandara?","Royal's Resto berjarak sekitar 15 menit dari Bandara Sultan Babullah Ternate.","alamat"
"jarak ke bandara?","Royal's Resto berjarak sekitar 15 menit dari Bandara Sultan Babullah Ternate.","alamat"
"dari bandara ke resto berapa lama?","Royal's Resto berjarak sekitar 15 menit dari Bandara Sultan Babullah Ternate.","alamat"
"apakah dekat dengan pelabuhan?","Royal's Resto berjarak sekitar 10 menit dari Pelabuhan Ahmad Yani Ternate.","alamat"
"jarak ke pelabuhan?","Royal's Resto berjarak sekitar 10 menit dari Pelabuhan Ahmad Yani Ternate.","alamat"
"dari pelabuhan ke resto?","Royal's Resto berjarak sekitar 10 menit dari Pelabuhan Ahmad Yani Ternate.","alamat"
"apakah ada tempat parkir yang luas?","Ya, kami menyediakan area parkir yang bisa menampung 50an motor dan 30an mobil.","alamat"
"parkiran luas?","Ya, kami menyediakan area parkir yang bisa menampung 50an motor dan 30an mobil.","alamat"
"kapasitas parkir?","Ya, kami menyediakan area parkir yang bisa menampung 50an motor dan 30an mobil.","alamat"
"apakah mudah dicari?","Ya, Royal's Resto mudah dicari karena berada di pusat kota dan dekat jalan utama.","alamat"
"gampang nemuin lokasinya?","Ya, Royal's Resto mudah dicari karena berada di pusat kota dan dekat jalan utama.","alamat"
"petunjuk arah?","Royal's Resto berada di Jl. Branjangan, Kalumpang, mudah diakses dari jalan utama Ternate.","alamat"
"cara menuju ke resto?","Royal's Resto berada di Jl. Branjangan, Kalumpang, mudah diakses dari jalan utama Ternate.","alamat"
"rute dari pusat kota?","Royal's Resto sudah berada di pusat kota Ternate, mudah diakses dari mana saja.","alamat"
"apakah ada tanda yang jelas?","Ya, terdapat papan nama Royal's Resto yang besar dan mudah dilihat.","alamat"
"signboard jelas?","Ya, terdapat papan nama Royal's Resto yang besar dan mudah dilihat.","alamat"
"mudah dikenali dari jalan?","Ya, terdapat papan nama Royal's Resto yang besar dan mudah dilihat.","alamat"
"apakah dekat dengan tempat wisata?","Royal's Resto dekat dengan beberapa tempat wisata di Ternate.","alamat"
"tempat wisata terdekat?","Royal's Resto dekat dengan beberapa tempat wisata di Ternate.","alamat"
"rekomendasi wisata sekitar","Royal's Resto dekat dengan beberapa tempat wisata di Ternate.","alamat"
"apakah ada mall terdekat?","Royal's Resto dekat dengan pusat perbelanjaan di Ternate.","alamat"
"shopping mall dekat sini?","Royal's Resto dekat dengan pusat perbelanjaan di Ternate.","alamat"
"pusat perbelanjaan terdekat?","Royal's Resto dekat dengan pusat perbelanjaan di Ternate.","alamat"
"bagaimana cara reservasi di Royal's Resto?","anda bisa menghubungi nomor telepon kami.","reservasi"
"cara booking meja?","anda bisa menghubungi nomor telepon kami.","reservasi"
"gimana pesan tempat?","anda bisa menghubungi nomor telepon kami.","reservasi"
"proses reservasi bagaimana?","anda bisa menghubungi nomor telepon kami.","reservasi"
"mau booking gimana?","anda bisa menghubungi nomor telepon kami.","reservasi"
"apa nomor telepon Royal's Resto?","anda dapat menghubungi nomer berikut: 0812-4258-1726.","reservasi"
"nomor hp royal's resto?","anda dapat menghubungi nomer berikut: 0812-4258-1726.","reservasi"
"kontak resto?","anda dapat menghubungi nomer berikut: 0812-4258-1726.","reservasi"
"telepon royal's resto?","anda dapat menghubungi nomer berikut: 0812-4258-1726.","reservasi"
"whatsapp royal's resto?","anda dapat menghubungi nomer berikut: 0812-4258-1726.","reservasi"
"apakah bisa reservasi untuk rombongan?","Ya, kami menerima reservasi untuk rombongan atau banyak orang.","reservasi"
"booking untuk grup besar?","Ya, kami menerima reservasi untuk rombongan atau banyak orang.","reservasi"
"bisa untuk acara kantor?","Ya, kami menerima reservasi untuk rombongan atau banyak orang.","reservasi"
"reservasi banyak orang?","Ya, kami menerima reservasi untuk rombongan atau banyak orang.","reservasi"
"apakah bisa reservasi untuk acara?","Ya, kami menerima reservasi untuk semua acara termasuk wedding","reservasi"
"bisa untuk pernikahan?","Ya, kami menerima reservasi untuk semua acara termasuk wedding","reservasi"
"acara keluarga?","Ya, kami menerima reservasi untuk semua acara termasuk wedding","reservasi"
"reservasi untuk ulang tahun?","Ya, kami menerima reservasi untuk semua acara termasuk wedding","reservasi"
"apakah perlu dp untuk reservasi?","Ya, harus membayar DP terlebih dahulu.","reservasi"
"down payment untuk booking?","Ya, harus membayar DP terlebih dahulu.","reservasi"
"uang muka reservasi?","Ya, harus membayar DP terlebih dahulu.","reservasi"
"berapa dp untuk reservasi?","Ya, harus membayar DP terlebih dahulu.","reservasi"
"apakah bisa membatalkan reservasi?","Ya, bisa membatalkan reservasi tetapi harus H-1 (tidak boleh tiba-tiba).","reservasi"
"cancel reservasi boleh?","Ya, bisa membatalkan reservasi tetapi harus H-1 (tidak boleh tiba-tiba).","reservasi"
"batalkan booking?","Ya, bisa membatalkan reservasi tetapi harus H-1 (tidak boleh tiba-tiba).","reservasi"
"syarat pembatalan?","Ya, bisa membatalkan reservasi tetapi harus H-1 (tidak boleh tiba-tiba).","reservasi"
"apakah ada biaya pembatalan reservasi?","Tidak ada biaya pembatalan, hanya uang DP yang tidak dikembalikan.","reservasi"
"denda cancel reservasi?","Tidak ada biaya pembatalan, hanya uang DP yang tidak dikembalikan.","reservasi"
"uang dp bisa kembali?","Tidak ada biaya pembatalan, hanya uang DP yang tidak dikembalikan.","reservasi"
"refund dp?","Tidak ada biaya pembatalan, hanya uang DP yang tidak dikembalikan.","reservasi"
"apakah bisa mengganti hari reservasi?","Ya, bisa mengganti hari reservasi asalkan H-1 (tidak boleh tiba-tiba)","reservasi"
"reschedule booking?","Ya, bisa mengganti hari reservasi asalkan H-1 (tidak boleh tiba-tiba)","reservasi"
"ubah jadwal reservasi?","Ya, bisa mengganti hari reservasi asalkan H-1 (tidak boleh tiba-tiba)","reservasi"
"pindah tanggal booking?","Ya, bisa mengganti hari reservasi asalkan H-1 (tidak boleh tiba-tiba)","reservasi"
"apakah ada maksimal orang untuk reservasi?","Ya, maksimal orang untuk reservasi yaitu 100 orang.","reservasi"
"kapasitas maksimal reservasi?","Ya, maksimal orang untuk reservasi yaitu 100 orang.","reservasi"
"berapa orang bisa booking?","Ya, maksimal orang untuk reservasi yaitu 100 orang.","reservasi"
"maksimal berapa orang?","Ya, maksimal orang untuk reservasi yaitu 100 orang.","reservasi"
"apakah bisa melakukan reservasi di hari yang sama?","Bisa asalkan ruangan sedang kosong.","reservasi"
"booking hari ini?","Bisa asalkan ruangan sedang kosong.","reservasi"
"reservasi last minute?","Bisa asalkan ruangan sedang kosong.","reservasi"
"bisa pesan untuk hari ini?","Bisa asalkan ruangan sedang kosong.","reservasi"
"berapa lama sebelumnya harus reservasi?","Kami menyarankan reservasi H-1 untuk memastikan ketersediaan.","reservasi"
"minimal booking berapa hari sebelumnya?","Kami menyarankan reservasi H-1 untuk memastikan ketersediaan.","reservasi"
"advance booking berapa hari?","Kami menyarankan reservasi H-1 untuk memastikan ketersediaan.","reservasi"
"apakah bisa reservasi online?","Untuk saat ini reservasi hanya melalui telepon di nomor 0812-4258-1726.","reservasi"
"booking via website?","Untuk saat ini reservasi hanya melalui telepon di nomor 0812-4258-1726.","reservasi"
"reservasi lewat app?","Untuk saat ini reservasi hanya melalui telepon di nomor 0812-4258-1726.","reservasi"
"bisa wa untuk booking?","Untuk saat ini reservasi hanya melalui telepon di nomor 0812-4258-1726.","reservasi"
"apakah ada form reservasi?","Untuk saat ini reservasi hanya melalui telepon di nomor 0812-4258-1726.","reservasi"
"berapa jumlah minimal orang untuk reservasi?","Tidak ada minimal jumlah orang untuk reservasi.","reservasi"
"booking untuk 2 orang?","Tidak ada minimal jumlah orang untuk reservasi.","reservasi"
"reservasi sendiri boleh?","Tidak ada minimal jumlah orang untuk reservasi.","reservasi"
"bisa booking meja untuk 1 orang?","Tidak ada minimal jumlah orang untuk reservasi.","reservasi"
"apakah perlu konfirmasi ulang?","Ya, kami akan konfirmasi ulang H-1 sebelum acara.","reservasi"
"konfirmasi booking?","Ya, kami akan konfirmasi ulang H-1 sebelum acara.","reservasi"
"apakah dapat sms konfirmasi?","Ya, kami akan konfirmasi ulang H-1 sebelum acara.","reservasi"
"info apa saja yang diperlukan untuk reservasi?","Kami membutuhkan nama, jumlah orang, tanggal, dan jam kedatangan.","reservasi"
"data yang diperlukan untuk booking?","Kami membutuhkan nama, jumlah orang, tanggal, dan jam kedatangan.","reservasi"
"formulir reservasi?","Kami membutuhkan nama, jumlah orang, tanggal, dan jam kedatangan.","reservasi"
"bisa request meja khusus?","Ya, bisa request meja khusus dengan tambahan biaya.","reservasi"
"request tempat duduk spesial?","Ya, bisa request meja khusus dengan tambahan biaya.","reservasi"
"meja dekat jendela?","Ya, bisa request meja khusus dengan tambahan biaya.","reservasi"
"apakah bisa request dekorasi?","Ya, bisa request dekorasi dengan tambahan biaya.","reservasi"
"hiasan untuk acara?","Ya, bisa request dekorasi dengan tambahan biaya.","reservasi"
"ada paket reservasi apa saja?","kami menyediakan paket reservasi berikut: Paket makanan kebun, Paket Ballroom, Paket VIP, dan Paket nasi kotak.","reservasi"
"ada paket reservasi apa saja untuk makanan kebun?","Untuk Paket Makanan Kebun, kami menyediakan paket makan sepuasnya dengan harga Rp 66.000 per orang. Menu yang tersedia: Papeda, Gohu, Pisang Rebus, Kasbi Rebus, Pisang Santan, Kasbi Santan, Ikan Kuah Kuning, dan Ikan Kuah Soru.","reservasi"
"bisa info paket makanan kebun?","Paket Makanan Kebun adalah paket makan sepuasnya (all you can eat) dengan harga Rp 66.000 per orang. Menu khas yang disajikan antara lain Papeda, Gohu, berbagai olahan pisang dan kasbi (rebus/santan), serta Ikan Kuah Kuning dan Ikan Kuah Soru.","reservasi"
"list paket makanan kebun dong","Paket Makanan Kebun: Harga Rp 66.000 per orang (makan sepuasnya). Menu: 1) Papeda, 2) Gohu, 3) Pisang Rebus, 4) Kasbi Rebus, 5) Pisang Santan, 6) Kasbi Santan, 7) Ikan Kuah Kuning, 8) Ikan Kuah Soru.","reservasi"
"isi paket makanan kebun apa?","Isi Paket Makanan Kebun: Makan sepuasnya dengan 8 menu khas: Papeda, Gohu, Pisang Rebus, Kasbi Rebus, Pisang Santan, Kasbi Santan, Ikan Kuah Kuning, dan Ikan Kuah Soru. Harga Rp 66.000 per orang.","reservasi"
"berapa harga paket makanan kebun?","Harga Paket Makanan Kebun adalah Rp 66.000 per orang dengan konsep makan sepuasnya (all you can eat).","reservasi"
"paket makanan kebun berapa?","Paket Makanan Kebun dibanderol Rp 66.000 per orang untuk makan sepuasnya.","reservasi"
